FID,mslink,zona,tp_umidade,distr_umid,temperatur,desc_compl,the_geom
ClimadoBrasil_5000.119,0,Tropical Brasil Central,super-úmido,subseca,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18º C em pelo menos 1 mês, super-úmido subseca",-54.310364470116745 -24.111810616378794
ClimadoBrasil_5000.569,2633,,,,,"Equatorial, quente - média > 18° C em todos os meses, úmido 3 meses secos",-50.1491 0.3273
ClimadoBrasil_5000.570,1698,,,,,"Equatorial, quente - média > 18° C em todos os meses, úmido 3 meses secos",-49.635 0.1903
ClimadoBrasil_5000.126,0,Tropical Brasil Central,super-úmido,subseca,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18º C em pelo menos 1 mês, super-úmido subseca",-43.5546129975524 -22.513158133890204
ClimadoBrasil_5000.127,0,Tropical Brasil Central,super-úmido,subseca,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18º C em pelo menos 1 mês, super-úmido subseca",-42.92678208528597 -22.297295119413636
ClimadoBrasil_5000.128,0,Tropical Brasil Central,super-úmido,subseca,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18º C em pelo menos 1 mês, super-úmido subseca",-42.11034326556004 -22.04933889933755
ClimadoBrasil_5000.571,2657,,,,,"Equatorial, quente - média > 18° C em todos os meses, úmido 3 meses secos",-48.897299999999994 -0.1433
ClimadoBrasil_5000.148,0,Tropical Brasil Central,úmido,1 a 2 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, úmido 1 a 2 meses secos",-42.611619070051475 -22.602149497803946
ClimadoBrasil_5000.274,0,Tropical Brasil Central,super-úmido,sem seca,mesotérmico mediano - média > 10° C,"Tropical Brasil Central, mesotérmico mediano - média > 10° C, super-úmido sem seca",-40.832214127993495 -20.291015835992983
ClimadoBrasil_5000.316,0,Tropical Zona Equatorial,semi-árido,7 a 8 meses secos,quente - média > 18° C em todos os meses,"Tropical Zona Equatorial, quente - média > 18° C em todos os meses, semi-árido 7 a 8 meses secos",-37.833312216077005 -4.400381001072358
ClimadoBrasil_5000.433,2957,Massa d'água,,,,Massa d'água,-40.8041 -2.8851999999999998
ClimadoBrasil_5000.120,0,Tropical Brasil Central,super-úmido,subseca,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18º C em pelo menos 1 mês, super-úmido subseca",-47.81468365134073 -24.671817482385197
ClimadoBrasil_5000.135,0,Tropical Brasil Central,úmido,1 a 2 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, úmido 1 a 2 meses secos",-53.53931051445302 -20.141500827350107
ClimadoBrasil_5000.544,2952,Massa d'água,,,,Massa d'água,-46.129099999999994 -24.531899999999997
ClimadoBrasil_5000.547,965,Massa d'água,,,,Massa d'água,-52.562799999999996 -25.5577
ClimadoBrasil_5000.434,584,Massa d'água,,,,Massa d'água,-57.65789999999999 -3.0075
ClimadoBrasil_5000.129,0,Tropical Brasil Central,super-úmido,subseca,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18º C em pelo menos 1 mês, super-úmido subseca",-41.32976098873677 -20.5758516723445
ClimadoBrasil_5000.130,0,Tropical Brasil Central,super-úmido,subseca,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18º C em pelo menos 1 mês, super-úmido subseca",-41.014881080343734 -20.064803134542473
ClimadoBrasil_5000.131,0,Tropical Brasil Central,super-úmido,subseca,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18º C em pelo menos 1 mês, super-úmido subseca",-40.48631883645064 -19.87726190959271
ClimadoBrasil_5000.132,0,Tropical Brasil Central,úmido,1 a 2 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, úmido 1 a 2 meses secos",-54.314147551158506 -24.087138798667432
ClimadoBrasil_5000.133,0,Tropical Brasil Central,úmido,1 a 2 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, úmido 1 a 2 meses secos",-55.35782511153036 -19.674194795000492
ClimadoBrasil_5000.134,0,Tropical Brasil Central,úmido,1 a 2 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, úmido 1 a 2 meses secos",-53.97720896525263 -19.415735915255613
ClimadoBrasil_5000.138,0,Tropical Brasil Central,úmido,1 a 2 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, úmido 1 a 2 meses secos",-46.462787125368365 -23.28922577086047
ClimadoBrasil_5000.139,0,Tropical Brasil Central,úmido,1 a 2 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, úmido 1 a 2 meses secos",-46.07083857641715 -22.367204020718226
ClimadoBrasil_5000.140,0,Tropical Brasil Central,úmido,1 a 2 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, úmido 1 a 2 meses secos",-45.78443265631297 -22.109156661034824
ClimadoBrasil_5000.141,0,Tropical Brasil Central,úmido,3 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, úmido 3 meses secos",-45.598570733856434 -21.95288275255115
ClimadoBrasil_5000.142,0,Tropical Brasil Central,úmido,1 a 2 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, úmido 1 a 2 meses secos",-44.96062555343661 -22.755567049747043
ClimadoBrasil_5000.186,0,Tropical Brasil Central,semi-úmido,4 a 5 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, semi-úmido 4 a 5 meses secos",-48.73826337645363 -20.530054692847607
ClimadoBrasil_5000.143,0,Tropical Brasil Central,úmido,1 a 2 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, úmido 1 a 2 meses secos",-44.72553944011395 -22.68752358964935
ClimadoBrasil_5000.144,0,Tropical Brasil Central,úmido,1 a 2 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, úmido 1 a 2 meses secos",-43.595982042427885 -22.815471489916483
ClimadoBrasil_5000.145,0,Tropical Brasil Central,úmido,1 a 2 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, úmido 1 a 2 meses secos",-43.46992440810827 -22.36138592857568
ClimadoBrasil_5000.146,0,Tropical Brasil Central,úmido,1 a 2 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, úmido 1 a 2 meses secos",-42.771939151877206 -22.11382883488414
ClimadoBrasil_5000.147,0,Tropical Brasil Central,úmido,1 a 2 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, úmido 1 a 2 meses secos",-42.68525756824571 -22.72219281549045
ClimadoBrasil_5000.149,0,Tropical Brasil Central,úmido,1 a 2 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, úmido 1 a 2 meses secos",-42.44124724708567 -22.700323968255
ClimadoBrasil_5000.545,2959,Massa d'água,,,,Massa d'água,-48.644499999999994 -25.536499999999997
ClimadoBrasil_5000.546,2953,Massa d'água,,,,Massa d'água,-45.9494 -24.682799999999997
ClimadoBrasil_5000.454,599,Massa d'água,,,,Massa d'água,-59.3239 -3.6047999999999996
ClimadoBrasil_5000.154,0,Tropical Brasil Central,úmido,1 a 2 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, úmido 1 a 2 meses secos",-41.816293842704496 -20.76755936863349
ClimadoBrasil_5000.155,0,Tropical Brasil Central,úmido,1 a 2 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, úmido 1 a 2 meses secos",-41.57601690480756 -20.12361284395965
ClimadoBrasil_5000.156,0,Tropical Brasil Central,úmido,1 a 2 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, úmido 1 a 2 meses secos",-40.951743781373466 -20.627783627191366
ClimadoBrasil_5000.157,0,Tropical Brasil Central,úmido,1 a 2 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, úmido 1 a 2 meses secos",-40.80456306516863 -19.91598467326117
ClimadoBrasil_5000.159,0,Tropical Brasil Central,úmido,3 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, úmido 3 meses secos",-57.275143655580735 -22.025543260770487
ClimadoBrasil_5000.160,0,Tropical Brasil Central,úmido,3 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, úmido 3 meses secos",-55.35782511153036 -19.674194795000492
ClimadoBrasil_5000.161,0,Tropical Brasil Central,úmido,3 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, úmido 3 meses secos",-54.823898198831586 -19.377463819600745
ClimadoBrasil_5000.162,0,Tropical Brasil Central,úmido,3 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, úmido 3 meses secos",-54.179309236950616 -16.713832145906622
ClimadoBrasil_5000.163,0,Tropical Brasil Central,úmido,3 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, úmido 3 meses secos",-53.540060349802474 -18.7694384946907
ClimadoBrasil_5000.171,0,Tropical Brasil Central,úmido,3 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, úmido 3 meses secos",-42.05639699873387 -20.10493414191773
ClimadoBrasil_5000.549,664,Massa d'água,,,,Massa d'água,-52.733599999999996 -27.807199999999998
ClimadoBrasil_5000.164,0,Tropical Brasil Central,úmido,3 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, úmido 3 meses secos",-50.842889134056755 -21.24511773309169
ClimadoBrasil_5000.548,663,Massa d'água,,,,Massa d'água,-51.5467 -26.098599999999998
ClimadoBrasil_5000.187,0,Tropical Brasil Central,semi-úmido,4 a 5 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, semi-úmido 4 a 5 meses secos",-48.34827113792468 -14.890462296533412
ClimadoBrasil_5000.165,0,Tropical Brasil Central,úmido,3 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, úmido 3 meses secos",-47.282818546899684 -20.414755545612806
ClimadoBrasil_5000.166,0,Tropical Brasil Central,úmido,3 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, úmido 3 meses secos",-46.4878085449014 -22.218049724276018
ClimadoBrasil_5000.181,0,Tropical Brasil Central,semi-úmido,4 a 5 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, semi-úmido 4 a 5 meses secos",-54.64379974476882 -15.772742946576091
ClimadoBrasil_5000.194,0,Tropical Brasil Central,semi-úmido,4 a 5 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, semi-úmido 4 a 5 meses secos",-43.57068468576913 -20.895893765686914
ClimadoBrasil_5000.167,0,Tropical Brasil Central,úmido,3 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, úmido 3 meses secos",-45.406155414098905 -23.03968115253883
ClimadoBrasil_5000.168,0,Tropical Brasil Central,úmido,3 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, úmido 3 meses secos",-43.60369727447833 -21.51437277536808
ClimadoBrasil_5000.169,0,Tropical Brasil Central,úmido,3 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, úmido 3 meses secos",-42.8953985758312 -18.443605894433798
ClimadoBrasil_5000.170,0,Tropical Brasil Central,úmido,3 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, úmido 3 meses secos",-42.63748260963467 -20.993703326487548
ClimadoBrasil_5000.195,0,Tropical Brasil Central,semi-úmido,4 a 5 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, semi-úmido 4 a 5 meses secos",-43.61248824586938 -16.298933243018336
ClimadoBrasil_5000.550,677,Massa d'água,,,,Massa d'água,-55.380399999999995 -27.961599999999997
ClimadoBrasil_5000.554,963,Massa d'água,,,,Massa d'água,-48.9248 -28.575899999999997
ClimadoBrasil_5000.472,610,Massa d'água,,,,Massa d'água,-62.352799999999995 -4.256499999999999
ClimadoBrasil_5000.172,0,Tropical Brasil Central,úmido,3 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, úmido 3 meses secos",-41.90908424441345 -21.762062834802872
ClimadoBrasil_5000.173,0,Tropical Brasil Central,úmido,3 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, úmido 3 meses secos",-41.61833440500859 -21.168381103809512
ClimadoBrasil_5000.174,0,Tropical Brasil Central,úmido,3 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, úmido 3 meses secos",-41.09066951442615 -19.796500941920932
ClimadoBrasil_5000.175,0,Tropical Brasil Central,úmido,3 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, úmido 3 meses secos",-41.50250299422903 -13.14073672239233
ClimadoBrasil_5000.176,0,Tropical Brasil Central,úmido,3 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, úmido 3 meses secos",-40.86882794333103 -11.370137798930587
ClimadoBrasil_5000.177,0,Tropical Brasil Central,semi-úmido,4 a 5 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, semi-úmido 4 a 5 meses secos",-60.089097614984105 -14.817444141774303
ClimadoBrasil_5000.178,0,Tropical Brasil Central,semi-úmido,4 a 5 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, semi-úmido 4 a 5 meses secos",-59.513957185620605 -15.87132684870022
ClimadoBrasil_5000.179,0,Tropical Brasil Central,semi-úmido,4 a 5 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, semi-úmido 4 a 5 meses secos",-55.208586372388446 -15.627520358488162
ClimadoBrasil_5000.180,0,Tropical Brasil Central,semi-úmido,4 a 5 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, semi-úmido 4 a 5 meses secos",-54.74630141013864 -14.810157260043269
ClimadoBrasil_5000.275,0,Tropical Brasil Central,úmido,1 a 2 meses secos,mesotérmico mediano - média > 10° C,"Tropical Brasil Central, mesotérmico mediano - média > 10° C, úmido 1 a 2 meses secos",-41.63887458468509 -20.336821245714233
ClimadoBrasil_5000.182,0,Tropical Brasil Central,semi-úmido,4 a 5 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, semi-úmido 4 a 5 meses secos",-54.179309236950616 -16.713832145906622
ClimadoBrasil_5000.183,0,Tropical Brasil Central,semi-úmido,4 a 5 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, semi-úmido 4 a 5 meses secos",-53.41313672426575 -16.59509102357357
ClimadoBrasil_5000.184,0,Tropical Brasil Central,semi-úmido,4 a 5 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, semi-úmido 4 a 5 meses secos",-52.08458184959661 -16.865554145209046
ClimadoBrasil_5000.185,0,Tropical Brasil Central,semi-úmido,4 a 5 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, semi-úmido 4 a 5 meses secos",-49.49583637994385 -17.484847463303137
ClimadoBrasil_5000.556,666,Massa d'água,,,,Massa d'água,-49.59689999999999 -29.035999999999998
ClimadoBrasil_5000.188,0,Tropical Brasil Central,semi-úmido,4 a 5 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, semi-úmido 4 a 5 meses secos",-48.140673967021364 -21.03161120777485
ClimadoBrasil_5000.189,0,Tropical Brasil Central,semi-úmido,4 a 5 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, semi-úmido 4 a 5 meses secos",-47.944799078322276 -20.87942204873652
ClimadoBrasil_5000.190,0,Tropical Brasil Central,semi-úmido,4 a 5 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, semi-úmido 4 a 5 meses secos",-45.42946855592541 -22.878471942088407
ClimadoBrasil_5000.191,0,Tropical Brasil Central,semi-úmido,4 a 5 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, semi-úmido 4 a 5 meses secos",-44.73465026205131 -17.997561833070073
ClimadoBrasil_5000.192,0,Tropical Brasil Central,semi-úmido,4 a 5 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, semi-úmido 4 a 5 meses secos",-44.28929104387179 -17.690770532098245
ClimadoBrasil_5000.193,0,Tropical Brasil Central,semi-úmido,4 a 5 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, semi-úmido 4 a 5 meses secos",-43.60369727447833 -21.51437277536808
ClimadoBrasil_5000.196,0,Tropical Brasil Central,semi-úmido,4 a 5 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, semi-úmido 4 a 5 meses secos",-42.895680534574964 -21.01692628953783
ClimadoBrasil_5000.197,0,Tropical Brasil Central,semi-úmido,4 a 5 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, semi-úmido 4 a 5 meses secos",-42.94594835129464 -17.116200897259297
ClimadoBrasil_5000.198,0,Tropical Brasil Central,semi-úmido,4 a 5 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, semi-úmido 4 a 5 meses secos",-42.26800924829548 -21.016935778479247
ClimadoBrasil_5000.199,0,Tropical Brasil Central,semi-úmido,4 a 5 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, semi-úmido 4 a 5 meses secos",-42.0611954723367 -21.247748567063592
ClimadoBrasil_5000.557,667,Massa d'água,,,,Massa d'água,-49.735899999999994 -29.170999999999996
ClimadoBrasil_5000.200,0,Tropical Brasil Central,semi-úmido,4 a 5 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, semi-úmido 4 a 5 meses secos",-42.397246812000475 -12.12954000680301
ClimadoBrasil_5000.201,0,Tropical Brasil Central,semi-úmido,4 a 5 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, semi-úmido 4 a 5 meses secos",-41.61544825344675 -12.160364996210431
ClimadoBrasil_5000.202,0,Tropical Brasil Central,semi-úmido,4 a 5 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, semi-úmido 4 a 5 meses secos",-41.12665285349405 -10.202998606971015
ClimadoBrasil_5000.203,0,Tropical Brasil Central,semi-árido,6 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, semi-árido 6 meses secos",-42.74819178380941 -13.569714014747426
ClimadoBrasil_5000.204,0,Tropical Brasil Central,semi-árido,6 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, semi-árido 6 meses secos",-42.397246812000475 -12.12954000680301
ClimadoBrasil_5000.205,0,Tropical Brasil Central,semi-árido,6 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, semi-árido 6 meses secos",-41.43079523595851 -10.310424162373643
ClimadoBrasil_5000.206,0,Tropical Brasil Central,úmido,3 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, úmido 3 meses secos",-40.46729805995914 -13.311486296022773
ClimadoBrasil_5000.207,0,Tropical Brasil Central,super-úmido,sem seca,mesotérmico brando - média entre 10 e 15° C,"Tropical Brasil Central, mesotérmico brando - média entre 10 e 15° C, super-úmido sem seca",-51.06742290434604 -23.843966680334923
ClimadoBrasil_5000.208,0,Tropical Brasil Central,super-úmido,sem seca,mesotérmico brando - média entre 10 e 15° C,"Tropical Brasil Central, mesotérmico brando - média entre 10 e 15° C, super-úmido sem seca",-46.81705202834282 -23.981592754544753
ClimadoBrasil_5000.209,0,Tropical Brasil Central,super-úmido,sem seca,mesotérmico brando - média entre 10 e 15° C,"Tropical Brasil Central, mesotérmico brando - média entre 10 e 15° C, super-úmido sem seca",-46.58865005728306 -23.691023726323277
ClimadoBrasil_5000.210,0,Tropical Brasil Central,super-úmido,sem seca,mesotérmico brando - média entre 10 e 15° C,"Tropical Brasil Central, mesotérmico brando - média entre 10 e 15° C, super-úmido sem seca",-46.04359507749553 -22.791711777526917
ClimadoBrasil_5000.211,0,Tropical Brasil Central,super-úmido,sem seca,mesotérmico brando - média entre 10 e 15° C,"Tropical Brasil Central, mesotérmico brando - média entre 10 e 15° C, super-úmido sem seca",-45.60244704569422 -22.72973552535845
ClimadoBrasil_5000.212,0,Tropical Brasil Central,super-úmido,sem seca,mesotérmico brando - média entre 10 e 15° C,"Tropical Brasil Central, mesotérmico brando - média entre 10 e 15° C, super-úmido sem seca",-45.405596015896656 -23.50589314101153
ClimadoBrasil_5000.239,0,Tropical Brasil Central,úmido,1 a 2 meses secos,mesotérmico brando - média entre 10 e 15° C,"Tropical Brasil Central, mesotérmico brando - média entre 10 e 15° C, úmido 1 a 2 meses secos",-45.83057461609329 -22.163946095240398
ClimadoBrasil_5000.213,0,Tropical Brasil Central,super-úmido,sem seca,mesotérmico brando - média entre 10 e 15° C,"Tropical Brasil Central, mesotérmico brando - média entre 10 e 15° C, super-úmido sem seca",-45.2000581365786 -22.469446349236307
ClimadoBrasil_5000.214,0,Tropical Brasil Central,super-úmido,sem seca,mesotérmico brando - média entre 10 e 15° C,"Tropical Brasil Central, mesotérmico brando - média entre 10 e 15° C, super-úmido sem seca",-44.808984356440284 -22.319879504955875
ClimadoBrasil_5000.215,0,Tropical Brasil Central,super-úmido,sem seca,mesotérmico brando - média entre 10 e 15° C,"Tropical Brasil Central, mesotérmico brando - média entre 10 e 15° C, super-úmido sem seca",-43.413073169005564 -22.459502098994943
ClimadoBrasil_5000.216,0,Tropical Brasil Central,super-úmido,sem seca,mesotérmico brando - média entre 10 e 15° C,"Tropical Brasil Central, mesotérmico brando - média entre 10 e 15° C, super-úmido sem seca",-40.9920441551558 -20.33160049715191
ClimadoBrasil_5000.217,0,Tropical Brasil Central,super-úmido,subseca,mesotérmico brando - média entre 10 e 15° C,"Tropical Brasil Central, mesotérmico brando - média entre 10 e 15° C, super-úmido subseca",-48.49297562110589 -24.405472946123545
ClimadoBrasil_5000.218,0,Tropical Brasil Central,super-úmido,subseca,mesotérmico brando - média entre 10 e 15° C,"Tropical Brasil Central, mesotérmico brando - média entre 10 e 15° C, super-úmido subseca",-46.69998499001705 -23.224808341068936
ClimadoBrasil_5000.551,962,Massa d'água,,,,Massa d'água,-48.8105 -28.3309
ClimadoBrasil_5000.552,960,Massa d'água,,,,Massa d'água,-52.4869 -28.425299999999996
ClimadoBrasil_5000.553,964,Massa d'água,,,,Massa d'água,-48.85999999999999 -28.5735
